atom_id,atom_name,review_priority,risk_tier,risk_score,overall_verdict,semantic_status,review_status,has_completed_review,trust_readiness,review_batch_reason,recommended_review_action,trust_blockers
ageoa.numpy.random.rand@ageoa/numpy/random.py:39,ageoa.numpy.random.rand,review_now,high,61,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.random.uniform@ageoa/numpy/random.py:76,ageoa.numpy.random.uniform,review_now,high,61,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.quantfin.montecarlo.run_simulation@ageoa/quantfin/montecarlo.py:40,ageoa.quantfin.montecarlo.run_simulation,review_now,high,61,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.quantfin.montecarlo.run_simulation_anti@ageoa/quantfin/montecarlo.py:60,ageoa.quantfin.montecarlo.run_simulation_anti,review_now,high,61,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.linalg.det@ageoa/scipy/linalg.py:93,ageoa.scipy.linalg.det,review_now,high,61,broken,partial,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.fasta_dataset.dataset_item_retrieval@ageoa/mint/fasta_dataset/atoms.py:75,ageoa.mint.fasta_dataset.dataset_item_retrieval,review_now,high,61,misleading,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.fasta_dataset.dataset_length_query@ageoa/mint/fasta_dataset/atoms.py:60,ageoa.mint.fasta_dataset.dataset_length_query,review_now,high,61,misleading,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.mint.fasta_dataset.token_budget_batch_planning@ageoa/mint/fasta_dataset/atoms.py:92,ageoa.mint.fasta_dataset.token_budget_batch_planning,review_now,high,61,misleading,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.molecular_docking.minimize_bandwidth.update_state_with_improvement_criterion@ageoa/molecular_docking/minimize_bandwidth/atoms.py:186,ageoa.molecular_docking.minimize_bandwidth.update_state_with_improvement_criterion,review_now,high,61,acceptable_with_limits,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg.heart_rate_computation@ageoa/biosppy/ecg.py:103,ageoa.biosppy.ecg.heart_rate_computation,review_now,high,59,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg.peak_correction@ageoa/biosppy/ecg.py:64,ageoa.biosppy.ecg.peak_correction,review_now,high,59,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg.r_peak_detection@ageoa/biosppy/ecg.py:46,ageoa.biosppy.ecg.r_peak_detection,review_now,high,59,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.biosppy.ecg.template_extraction@ageoa/biosppy/ecg.py:84,ageoa.biosppy.ecg.template_extraction,review_now,high,59,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.search.binary_search@ageoa/algorithms/search.py:35,ageoa.algorithms.search.binary_search,review_now,high,57,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.search.hash_lookup@ageoa/algorithms/search.py:98,ageoa.algorithms.search.hash_lookup,review_now,high,57,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.search.linear_search@ageoa/algorithms/search.py:64,ageoa.algorithms.search.linear_search,review_now,high,57,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.arrays.dot@ageoa/numpy/arrays.py:100,ageoa.numpy.arrays.dot,review_now,high,57,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.fft@ageoa/numpy/fft.py:35,ageoa.numpy.fft.fft,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.fftfreq@ageoa/numpy/fft.py:190,ageoa.numpy.fft.fftfreq,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.fftshift@ageoa/numpy/fft.py:210,ageoa.numpy.fft.fftshift,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.ifft@ageoa/numpy/fft.py:80,ageoa.numpy.fft.ifft,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.irfft@ageoa/numpy/fft.py:158,ageoa.numpy.fft.irfft,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.fft.rfft@ageoa/numpy/fft.py:119,ageoa.numpy.fft.rfft,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polyadd@ageoa/numpy/polynomial.py:102,ageoa.numpy.polynomial.polyadd,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polyder@ageoa/numpy/polynomial.py:64,ageoa.numpy.polynomial.polyder,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polyfit@ageoa/numpy/polynomial.py:44,ageoa.numpy.polynomial.polyfit,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polyint@ageoa/numpy/polynomial.py:83,ageoa.numpy.polynomial.polyint,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polymul@ageoa/numpy/polynomial.py:120,ageoa.numpy.polynomial.polymul,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.polynomial.polyroots@ageoa/numpy/polynomial.py:138,ageoa.numpy.polynomial.polyroots,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.quantfin.montecarlo.quick_sim_anti@ageoa/quantfin/montecarlo.py:84,ageoa.quantfin.montecarlo.quick_sim_anti,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.optimize.linprog@ageoa/scipy/optimize.py:118,ageoa.scipy.optimize.linprog,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.optimize.minimize@ageoa/scipy/optimize.py:21,ageoa.scipy.optimize.minimize,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.optimize.root@ageoa/scipy/optimize.py:75,ageoa.scipy.optimize.root,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph.graph_fourier_transform@ageoa/scipy/sparse_graph.py:100,ageoa.scipy.sparse_graph.graph_fourier_transform,review_now,high,57,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph.graph_laplacian@ageoa/scipy/sparse_graph.py:63,ageoa.scipy.sparse_graph.graph_laplacian,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph.heat_kernel_diffusion@ageoa/scipy/sparse_graph.py:167,ageoa.scipy.sparse_graph.heat_kernel_diffusion,review_now,high,57,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.sparse_graph.inverse_graph_fourier_transform@ageoa/scipy/sparse_graph.py:138,ageoa.scipy.sparse_graph.inverse_graph_fourier_transform,review_now,high,57,broken,unknown,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.arrays.array@ageoa/numpy/arrays.py:37,ageoa.numpy.arrays.array,review_now,high,56,broken,partial,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.linalg.inv@ageoa/scipy/linalg.py:69,ageoa.scipy.linalg.inv,review_now,high,56,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.linalg.lu_factor@ageoa/scipy/linalg.py:114,ageoa.scipy.linalg.lu_factor,review_now,high,56,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.linalg.lu_solve@ageoa/scipy/linalg.py:142,ageoa.scipy.linalg.lu_solve,review_now,high,56,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.linalg.solve@ageoa/scipy/linalg.py:28,ageoa.scipy.linalg.solve,review_now,high,56,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.tempo.offset_tai2tdb@ageoa/tempo.py:60,ageoa.tempo.offset_tai2tdb,review_now,high,55,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.tempo.offset_tt2tdb@ageoa/tempo.py:30,ageoa.tempo.offset_tt2tdb,review_now,high,55,broken,fail,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.graph.bellman_ford@ageoa/algorithms/graph.py:174,ageoa.algorithms.graph.bellman_ford,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.graph.bfs@ageoa/algorithms/graph.py:77,ageoa.algorithms.graph.bfs,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.graph.dfs@ageoa/algorithms/graph.py:110,ageoa.algorithms.graph.dfs,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.graph.dijkstra@ageoa/algorithms/graph.py:143,ageoa.algorithms.graph.dijkstra,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.algorithms.graph.floyd_warshall@ageoa/algorithms/graph.py:205,ageoa.algorithms.graph.floyd_warshall,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.arrays.reshape@ageoa/numpy/arrays.py:151,ageoa.numpy.arrays.reshape,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.arrays.vstack@ageoa/numpy/arrays.py:123,ageoa.numpy.arrays.vstack,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.numpy.arrays.zeros@ageoa/numpy/arrays.py:81,ageoa.numpy.arrays.zeros,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.fft.dct@ageoa/scipy/fft.py:39,ageoa.scipy.fft.dct,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
ageoa.scipy.fft.idct@ageoa/scipy/fft.py:85,ageoa.scipy.fft.idct,review_now,high,51,broken,pass,missing,False,not_reviewed,REVIEW_HIGH_RISK_UNREVIEWED,start a structured review immediately,TRUST_BLOCK_REVIEW_MISSING
